date,AAA,ABB,ACB,ACL,ACV,AGG,AGR,ANV,APH,AST,BAF,BCM,BFC,BID,BMP,BSI,BSR,BWE,C4G,CMG,CRE,CSV,CTD,CTG,CTS,DBC,DBD,DCM,DGC,DGW,DHG,DIG,DMC,DPG,DPM,DXG,EIB,ELC,FCN,FMC,FOX,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HAH,HCM,HDB,HDG,HHV,HPG,HSG,IDI,IJC,IMP,JVC,KBC,KDC,KDH,LCG,LPB,LTG,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NTL,OCB,ORS,PAN,PC1,PDR,PGV,PHR,PLX,PNJ,POW,PPC,PVD,PVS,QNS,REE,SAB,SCR,SCS,SGN,SHB,SIP,SSB,SSI,STB,SZC,TCB,TPB,TRA,VCB,VCG,VCI,VGI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VRE,VSC,VTP
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05,0.03029025925176983,0.0176051464237847,0.013910483553699378,0.030058370910161836,0.017880866591709114,0.026926175651347098,0.026906218821352065,0.0300469675826561,0.02742165898853717,0.01784364031058909,0.02927668178026844,0.03173097513821842,0.036672190396159585,0.02511569029418105,0.018830083211218276,0.03192441209437965,0.026252957493565675,0.01813798029837075,0.04098937326624633,0.027470225052409307,0.027541949057233832,0.034670783145602256,0.029468220255245717,0.017327388358759202,0.03322569385058716,0.018862791482819843,0.014841876991415214,0.03919113479962602,0.03486971329813987,0.03524537322422124,0.02567450458389301,0.053041325019129205,0.015048570032530911,0.038059043433689536,0.039554734321057314,0.035481739211248475,0.024246695027241215,0.0280612873693266,0.04118391992043364,0.020644814600308852,0.012668765079241742,0.016245211515865363,0.037093299365235054,0.034207393774186794,0.025630708772991232,0.031737192501969436,0.03500918467974908,0.02840673998939726,0.024742708770571033,0.030890142240062004,0.02472225259669192,0.020210175786861705,0.022665997766180824,,0.02194039529075852,0.030247205157328365,0.04105724931838767,0.0248735687403536,,0.04668323727375548,0.02900694593524099,0.008322849191628023,0.019567939362839598,0.0368635349578905,0.02226244547645757,0.024578661621876864,0.01927689168169415,0.01840444514729102,0.026949480693652578,0.01625413628446933,0.03202926681932293,0.03089990427646394,0.021378877128464736,0.02431689100948736,0.01685420968487618,0.024505328951091566,0.024478585491522976,0.02961385923170001,0.021779427067272907,,0.027379019350975215,0.019134064971162577,0.020897524897891043,0.03191385397176214,0.010530084506089792,0.03048232345887054,0.03165633436438436,0.01474893662996838,0.01990060141330949,0.01590010124620089,0.041556453454777036,0.012480118276501246,0.017893368695295026,0.024930721531642552,0.014175874185759201,0.0180887793347849,0.026631352324862637,0.024494556367791322,0.029985131836030066,0.012920704256546879,0.023858300787148037,,0.017180939032241417,0.028542511000305172,0.029602881946723072,0.019498161017403728,0.03140556699258571,0.016409246873216963,0.017479112770167646,0.01657365932908673,0.031237472561834935,0.021926808638557338,0.032338766232464185,0.014931987494827976,0.019340325239041428,0.028108088407938468,0.02339054604767072,0.0188933368606033
2022-04-06,0.03031817249644809,0.017621255063580695,0.013689520519033256,0.03031998265563761,0.017925749711283346,0.026774678444077007,0.026883514896048434,0.02944677466766514,0.027444740688333236,0.017894041585434613,0.02824321032120818,0.031730817823288814,0.03796448970191665,0.025069767503529895,0.01883449380639574,0.03193868911464558,0.026244223015287726,0.018139753411764648,0.039385921444868716,0.0275604646494668,0.027506070108883715,0.03466396238836481,0.03062079695884136,0.01736334009691901,0.0326888254086962,0.018944667885275556,0.015339505616399973,0.04015992449423947,0.03475855272711601,0.0351977328797286,0.025706774871748012,0.05301921163237273,0.015093896928186336,0.03725156330912129,0.04006704676192943,0.035536727466326586,0.024210459530627716,0.0280710681174407,0.04053092163492642,0.020201301370057642,0.013831262809537852,0.016808516086646328,0.037039083812212374,0.03448028384164129,0.025377119751288545,0.03169217939030121,0.03601798314935994,0.02862822067454124,0.024683536146298424,0.03123297469648452,0.024721639145939906,0.02011214403023942,0.022665925346938988,,0.022175101572247606,0.030225306286745905,0.0411907963535276,0.024676712377833053,0.01934442161118975,0.04687478976038366,0.028959738636119232,0.00832282371312681,0.019449766679877627,0.036860511322940895,0.022260288633873054,0.024440398117774,0.019316666244316678,0.01815772169090463,0.026129207060895786,0.01644750900351611,0.03203776285533703,0.030877842790692382,0.02175471602060888,0.024324752467941736,0.016749883506236827,0.024518083958663887,0.024083610494174037,0.02956269603702351,0.021736549863303145,,0.027489782336274127,0.01912944577815302,0.020764217679948894,0.03183772263434949,0.010488341328802383,0.030494834264609496,0.03165488229796659,0.014871452348302895,0.02021815445129989,0.015983184854930103,0.04168986578351922,0.012271848984630627,0.017967727980135142,0.024772649645235668,0.014284670855560311,0.018026869485335995,0.02666045851321031,0.02452950197623792,0.030356083610273133,0.013087948269962953,0.023785636436620964,0.012994175003325285,0.017247191513517127,0.027878216556269843,0.02958961070663092,0.019485446894802843,0.030393443684993308,0.016343010483010786,0.017534628951610193,0.01672865155396532,0.03203478236793497,0.021672291114390934,0.03246388070050011,0.015011480553767364,0.019914769724305306,0.02676304156125812,0.02351862922544308,0.01892064867857587
2022-04-07,0.0294917650979486,0.01747228430812327,0.013771981639640938,0.03083056629101512,0.018009887150570485,0.02734743227032448,0.027026594446592965,0.030660337226796123,0.028265393441875123,0.018178331870384756,0.02722453300814491,0.03074824218610169,0.03800848318351338,0.024950151363069543,0.018807480893500095,0.03168990823132939,0.026243391983720256,0.01822497937550725,0.03956231329418992,0.02710776490729877,0.027717363911041393,0.03484912033202467,0.029427400256117054,0.01714887075661085,0.03280831118461565,0.019216983591445982,0.01553026501827828,0.04041475682582927,0.03484637190991061,0.036445923449785915,0.024110053788820036,0.05330575314765986,0.015134231078993527,0.03809796761948722,0.04017188510702415,0.035031889128766806,0.02425602605848653,0.028552156809356573,0.04060171655634443,0.020148929014059156,0.013842506357338878,0.01679959983629963,0.035849278588268675,0.034601878484270654,0.025340971868849364,0.03207453579165377,0.03493448567165718,0.028897887134164513,0.024783583275921305,0.03272956457055274,0.024685737871656052,0.020114470982545984,0.022885626248157653,,0.022169026287459512,0.03001279677072775,0.04239816128779898,0.024611482200835373,0.0195315765272875,0.04636959400782895,0.029050124502578996,0.008322711254571083,0.01925954711627782,0.03707060725664766,0.02226112756065571,0.02489443622811509,0.01924350122416141,0.018194679105444967,0.02556309552213357,0.016803625645744807,0.03168784998295751,0.031012007111418088,0.02171338996533013,0.024393232982313853,0.01659916656710759,0.024394696180103287,0.024069385216921087,0.02952395691620974,0.021742905032428216,,0.02712874729025573,0.019171672219871462,0.021081461940811553,0.031856319300582824,0.010474585268667883,0.03061024363760265,0.03166213040553566,0.014893116584846176,0.021005197298266352,0.015997467512270346,0.040975422095272405,0.012070574293944744,0.017920587486702527,0.02494500009902122,0.014272676174135334,0.01781091496638288,0.026621526367622092,0.02458661100885524,0.03107101546013989,0.013083666616872524,0.023789425896895387,0.012859629857828726,0.017367106683214357,0.027983978921432374,0.029606500178077408,0.020874964919504836,0.03178272562045902,0.016312750101599036,0.01751895076116158,0.015550850444034325,0.03223815282637853,0.022031414658023257,0.03248654221068083,0.015019354844081848,0.019869375390716603,0.025544225583288505,0.023925356842252835,0.018767859042218133
2022-04-08,0.029360426808513508,0.01745863591662172,0.013694831111887745,0.032196486488595556,0.018014389404724974,0.028050521684643902,0.027077465810892633,0.030710136585353997,0.028345656122973666,0.018213985976515495,0.025946894637163438,0.029584489334241366,0.03906532910214651,0.024937877184404433,0.019255098120985203,0.03183200006581761,0.02641184853183145,0.017696699504515023,0.040211584395513124,0.027285350981539266,0.027336549909360484,0.036187779436569506,0.02942176916994277,0.01698785466530387,0.0334370807321059,0.019519350188448102,0.015536967365283701,0.04022689334612704,0.03507309057958778,0.0364069566358387,0.02235556486434734,0.05249230103353737,0.015995511336183637,0.0372150836956648,0.039800606645853734,0.03517268852674481,0.02431336578017372,0.03005910864775164,0.0405992564614294,0.020213635706513272,0.013632166700628941,0.017836736243850446,0.036171987682375506,0.03449936326779503,0.025123032733579694,0.03247096473510517,0.03520246723728949,0.028929889062358927,0.025312093244317914,0.03246591308670383,0.024692536252352897,0.020292099710722777,0.0229969951209703,,0.022156003704443403,0.03137617626295837,0.04358842481252622,0.025234940350905424,0.019534546468986898,0.04589108080161619,0.030359120584529335,0.008373989207889735,0.019260278490492354,0.036011775152356804,0.022123446825453558,0.025912479761500237,0.019369517055705648,0.01809625356840857,0.025648532225429888,0.017259689417330745,0.03202528434018503,0.030971823259892072,0.021749217778030648,0.02458225645657126,0.016633854174209938,0.02465185805332611,0.02455156845817458,0.02983087912336129,0.021830419315318806,,0.027168483535004395,0.019103922855362134,0.021063742584823984,0.03136868125385147,0.010521135893431182,0.031698538637654955,0.03198447703046977,0.014883626749878764,0.0209743875771518,0.01606150901511723,0.04097272931238417,0.012462586682065728,0.018002446029663926,0.025160301162265676,0.013993073798395145,0.017292075499224062,0.026764981364384616,0.02468145744777102,0.031053633273302437,0.013084899190923581,0.023732762006414273,0.012901604552574848,0.01733435839490522,0.02806161052041991,0.0296903863378605,0.021073973851976298,0.031828626717225285,0.016313340437975166,0.01811313754433727,0.015906742828427505,0.032563076130541234,0.02205729156195324,0.03241742656627687,0.015131773237547478,0.020060209353179204,0.02542334794057953,0.024290642319101316,0.01958425196706637
2022-04-12,0.02869353010377821,0.017498284538060623,0.013735207275123675,0.03317229377171372,0.018019403235205206,0.027860747435384182,0.027726631536837708,0.029841698410562972,0.02856761019075929,0.018246906092396716,0.025918894614454516,0.028075342005069368,0.03868264772805673,0.02534416188479042,0.01927197526655301,0.03246306793752226,0.026423693213307606,0.017696582925739415,0.04052202447669479,0.02683926730669952,0.02760233150512554,0.036330072601062136,0.029644448684230502,0.017506050657554215,0.03230897599000205,0.018930657706257382,0.016509146806379372,0.03904169373653692,0.03417010095810509,0.03653806723778999,0.02183992779663683,0.05295072561133086,0.01621062576139981,0.037926735622469857,0.03856011079848749,0.03563087427048151,0.024649627559537392,0.029374106459005313,0.040597859482832614,0.02015198894092503,0.013937151985343023,0.01772582816057749,0.03591311230061574,0.03529962282308815,0.02419925472240795,0.0327390272008908,0.03515047476506869,0.029333342802906445,0.02610390513681019,0.03224200140687533,0.0256877506713003,0.020167261147472266,0.02212420959622215,,0.02246404127794278,0.03137580075195449,0.04424261023487622,0.0252240893529898,0.019576445547321523,0.04667502644981423,0.029844740033949213,0.008373989207889735,0.01850107282093924,0.035044543873178444,0.022102650030641005,0.02600546969631284,0.019603019709051768,0.01780061848058204,0.025693980048308356,0.0171750335652613,0.033426479802979726,0.030279886321722006,0.020963507639999972,0.024689107498837116,0.016451056830134914,0.02422146318480807,0.02412013759734317,0.03084620250651078,0.021861045622126634,,0.027330272557877892,0.019234533585657024,0.021209298771029925,0.030401948797641486,0.010503934551582213,0.031755879317899575,0.03424691174191726,0.014701907931501713,0.021331957423525,0.016040750784438732,0.041502106262824544,0.01265295367626055,0.017904538434648756,0.02556890944092672,0.01321144370540713,0.016490028656792135,0.02651568182892632,0.024655619463855846,0.031059776421877305,0.0131083303186718,0.024695879495484116,0.012993557745001947,0.01735557350139416,0.027027215714991,0.029374980820786135,0.02101750211035088,0.03180064286686413,0.016657303132514,0.01816251860215617,0.01589535341716803,0.03213866695305978,0.02206458767960382,0.03308917761966737,0.015146362109838562,0.020038149967332382,0.025761426516610023,0.024230390434226624,0.0195059468354585
